tileMirrorTemple,128,0,0,0,32,32,0,1,1,4294967295
tileMirrorTemple,96,0,0,0,32,32,0,1,1,4294967295
tileMirrorTemple,64,0,0,0,32,32,0,1,1,4294967295
tileMirrorTemple,32,0,0,0,32,32,0,1,1,4294967295
tileMirrorTemple,0,0,0,0,32,32,0,1,1,4294967295
tileMirrorTemple,0,64,0,0,32,32,0,1,1,4294967295
tileMirrorTemple,32,64,0,0,32,32,0,1,1,4294967295
tileMirrorTemple,64,64,0,0,32,32,0,1,1,4294967295
tileMirrorTemple,96,64,0,0,32,32,0,1,1,4294967295
tileMirrorTemple,96,96,0,0,32,32,0,1,1,4294967295
tileMirrorTemple,96,128,0,0,32,32,0,1,1,4294967295
tileMirrorTemple,96,160,0,0,32,32,0,1,1,4294967295
tileMirrorTemple,96,192,0,0,32,32,0,1,1,4294967295
tileMirrorTemple,96,224,0,0,32,32,0,1,1,4294967295
tileMirrorTemple,96,256,0,0,32,32,0,1,1,4294967295
tileMirrorTemple,32,128,0,0,32,32,0,1,1,4294967295
tileMirrorTemple,0,128,0,0,32,32,0,1,1,4294967295
tileMirrorTemple,32,192,0,0,32,32,0,1,1,4294967295
tileMirrorTemple,32,160,0,0,32,32,0,1,1,4294967295
tileMirrorTemple,96,288,0,0,32,32,0,1,1,4294967295
tileMirrorTemple,64,288,0,0,32,32,0,1,1,4294967295
tileMirrorTemple,32,288,0,0,32,32,0,1,1,4294967295
tileMirrorTemple,0,288,0,0,32,32,0,1,1,4294967295
tileMirrorTemple,32,416,0,0,32,32,0,1,1,4294967295
tileMirrorTemple,32,448,0,0,32,32,0,1,1,4294967295
tileMirrorTemple,0,448,0,0,32,32,0,1,1,4294967295
tileMirrorTemple,96,320,0,0,32,32,0,1,1,4294967295
tileMirrorTemple,96,352,0,0,32,32,0,1,1,4294967295
tileMirrorTemple,96,384,0,0,32,32,0,1,1,4294967295
tileMirrorTemple,96,416,0,0,32,32,0,1,1,4294967295
tileMirrorTemple,96,448,0,0,32,32,0,1,1,4294967295
tileMirrorTemple,96,480,0,0,32,32,0,1,1,4294967295
tileMirrorTemple,96,512,0,0,32,32,0,1,1,4294967295
tileMirrorTemple,64,512,0,0,32,32,0,1,1,4294967295
tileMirrorTemple,32,512,0,0,32,32,0,1,1,4294967295
tileMirrorTemple,0,512,0,0,32,32,0,1,1,4294967295
tileMirrorTemple,0,576,0,0,32,32,0,1,1,4294967295
tileMirrorTemple,32,576,0,0,32,32,0,1,1,4294967295
tileMirrorTemple,64,576,0,0,32,32,0,1,1,4294967295
tileMirrorTemple,96,576,0,0,32,32,0,1,1,4294967295
tileMirrorTemple,128,576,0,0,32,32,0,1,1,4294967295
tileMirrorTemple,0,384,0,0,32,32,0,1,1,4294967295
tileMirrorTemple,32,384,0,0,32,32,0,1,1,4294967295
tileMirrorTemple,32,352,0,0,32,32,0,1,1,4294967295
tileMirrorTemple,0,192,0,0,32,32,0,1,1,4294967295
tileMirrorTemple,32,224,0,0,32,32,0,1,1,4294967295
tileMirrorTemple,64,224,0,0,32,32,0,1,1,4294967295
tileMirrorTemple,64,352,0,0,32,32,0,1,1,4294967295
tileMirrorTemple,160,0,0,0,32,32,0,1,1,4294967295
tileMirrorTemple,160,128,0,0,32,32,0,1,1,4294967295
tileMirrorTemple,160,160,0,0,32,32,0,1,1,4294967295
tileMirrorTemple,160,192,0,0,32,32,0,1,1,4294967295
tileMirrorTemple,160,224,0,0,32,32,0,1,1,4294967295
tileMirrorTemple,160,256,0,0,32,32,0,1,1,4294967295
tileMirrorTemple,160,288,0,0,32,32,0,1,1,4294967295
tileMirrorTemple,160,320,0,0,32,32,0,1,1,4294967295
