SpikeDown,256,64,51986595,0,1,1,4294967295,0,0
SpikeDown,288,32,97202A6B,0,1,1,4294967295,0,0
SpikeDown,320,32,FA3CA1A2,0,1,1,4294967295,0,0
SpikeUp,128,320,8C9D6601,0,1,1,4294967295,0,0
SpikeUp,192,256,DCD897E1,0,1,1,4294967295,0,0
SpikeLeft,192,352,9ABDEC20,0,1,1,4294967295,0,0
SpikeRight,160,384,FCF1985C,0,1,1,4294967295,0,0
SpikeUp,192,416,D009B69D,0,1,1,4294967295,0,0
SpikeRight,128,256,58BC6030,0,1,1,4294967295,0,0
SpikeRight,160,176,31BA2057,0,1,1,4294967295,0,0
SpikeUp,256,192,4F633A63,0,1,1,4294967295,0,0
SpikeUp,224,224,A051A4B5,0,1,1,4294967295,0,0
SpikeUp,288,128,38278DF2,0,1,1,4294967295,0,0
SpikeUp,320,128,7FFADA33,0,1,1,4294967295,0,0
SpikeUp,384,192,F2FF4246,0,1,1,4294967295,0,0
SpikeRight,416,320,3BFFF89D,0,1,1,4294967295,0,0
SpikeLeft,448,288,31A35121,0,1,1,4294967295,0,0
SpikeUp,512,256,669EE5DF,0,1,1,4294967295,0,0
SpikeUp,480,224,0F6C2A09,0,1,1,4294967295,0,0
SpikeUp,544,224,2ECCCFB9,0,1,1,4294967295,0,0
SpikeDown,544,256,85C440E2,0,1,1,4294967295,0,0
SpikeLeft,416,144,38635D58,0,1,1,4294967295,0,0
SpikeLeft,448,128,C032A362,0,1,1,4294967295,0,0
SpikeLeft,448,160,4709148D,0,1,1,4294967295,0,0
SpikeUp,288,416,D165C3EE,0,1,1,4294967295,0,0
SpikeUp,352,448,BD09E37C,0,1,1,4294967295,0,0
SpikeLeft,320,480,B1D2E1BA,0,1,1,4294967295,0,0
SpikeRight,352,384,13843DA2,0,1,1,4294967295,0,0
SpikeUp,256,352,2E3FA45C,0,1,1,4294967295,0,0
SpikeDown,320,288,48B4AC45,0,1,1,4294967295,0,0
SpikeRight,544,64,D40DADC1,0,1,1,4294967295,0,0
SpikeLeft,608,64,D0A06429,0,1,1,4294967295,0,0
SpikeRight,640,64,3B247C36,0,1,1,4294967295,0,0
SpikeDown,672,64,80C65B38,0,1,1,4294967295,0,0
SpikeUp,704,192,647157C6,0,1,1,4294967295,0,0
SpikeUp,736,192,6AEA393C,0,1,1,4294967295,0,0
SpikeUp,720,160,985C7465,0,1,1,4294967295,0,0
SpikeRight,576,128,34B0377F,0,1,1,4294967295,0,0
SpikeUp,608,192,E8E15C48,0,1,1,4294967295,0,0
SpikeUp,640,128,05FB1248,0,1,1,4294967295,0,0
